Mots conjugués;Infinitif
crachons;cracher
crachez;cracher
crachent;cracher
me craqu;craqueler
te craqu;craqueler
se craquelle;craqueler
nous craquelons;craqueler
vous craquelez;craqueler
se craquellent;craqueler
craque;craquer
craques;craquer
craque;craquer
craquons;craquer
craquez;craquer
craquent;craquer
creuse;creuser
creuses;creuser
creuse;creuser
creusons;creuser
creusez;creuser
creusent;creuser
crie;crier
cries;crier
crie;crier
crions;crier
criez;crier
crient;crier
critique;critiquer
critiques;critiquer
critique;critiquer
critiquons;critiquer
critiquez;critiquer
critiquent;critiquer
croasse;croasser
croasses;croasser
croasse;croasser
croassons;croasser
croassez;croasser
croassent;croasser
croîs;croître
croîs;croître
croît;croître
croissons;croître
croissez;croître
croissent;croître
crée;créer
crées;créer
crée;créer
créons;créer
créez;créer
créent;créer
cueille;cueillir
cueilles;cueillir
cueille;cueillir
cueillons;cueillir
cueillez;cueillir
cueillent;cueillir
cuis;cuire
cuis;cuire
cuit;cuire
cuisons;cuire
cuisez;cuire
cuisent;cuire
cuisine;cuisiner
cuisines;cuisiner
cuisine;cuisiner
cuisinons;cuisiner
cuisinez;cuisiner
cuisinent;cuisiner
cultive;cultiver
cultives;cultiver
cultive;cultiver
cultivons;cultiver
cultivez;cultiver
cultivent;cultiver
câline;câliner
câlines;câliner
câline;câliner
câlinons;câliner
câlinez;câliner
câlinent;câliner
célèbre;célébrer
célèbres;célébrer
célèbre;célébrer
célébrons;célébrer
célébrez;célébrer
célèbrent;célébrer
danse;danser
danses;danser
danse;danser
dansons;danser
dansez;danser
dansent;danser
demande;demander
demandes;demander
demande;demander
demandons;demander
demandez;demander
demandent;demander
demande;demander
demandes;demander
demande;demander
demandons;demander
demandez;demander
demandent;demander
demande;demander
demandes;demander
demande;demander
demandons;demander
demandez;demander
demandent;demander
demande;demander
demandes;demander
demande;demander
demandons;demander
demandez;demander
demandent;demander
demande;demander
demandes;demander
demande;demander
demandons;demander
demandez;demander
demandent;demander
demande;demander
demandes;demander
demande;demander
demandons;demander
demandez;demander
demandent;demander
demande;demander
demandes;demander
demande;demander
demandons;demander
demandez;demander
demandent;demander
demeure;demeurer
demeures;demeurer
demeure;demeurer
demeurons;demeurer
demeurez;demeurer
demeurent;demeurer
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
descends;descendre
descends;descendre
descend;descendre
descendons;descendre
descendez;descendre
descendent;descendre
desserre;desserrer
desserres;desserrer
desserre;desserrer
desserrons;desserrer
desserrez;desserrer
desserrent;desserrer
dessine;dessiner
dessines;dessiner
dessine;dessiner
dessinons;dessiner
dessinez;dessiner
dessinent;dessiner
deviens;devenir
deviens;devenir
devient;devenir
devenons;devenir
devenez;devenir
deviennent;devenir
deviens;devenir
deviens;devenir
devient;devenir
devenons;devenir
devenez;devenir
deviennent;devenir
deviens;devenir
deviens;devenir
devient;devenir
devenons;devenir
devenez;devenir
deviennent;devenir
deviens;devenir
deviens;devenir
devient;devenir
devenons;devenir
devenez;devenir
deviennent;devenir
dialogue;dialoguer
dialogues;dialoguer
dialogue;dialoguer
dialoguons;dialoguer
dialoguez;dialoguer
dialoguent;dialoguer
diffuse;diffuser
diffuses;diffuser
diffuse;diffuser
diffusons;diffuser
diffusez;diffuser
diffusent;diffuser
diminue;diminuer
diminues;diminuer
diminue;diminuer
diminuons;diminuer
diminuez;diminuer
diminuent;diminuer
dîne;diner
dînes;diner
dîne;diner
dînons;diner
dînez;diner
dînent;diner
dis;dire
dis;dire
dit;dire
disons;dire
dites;dire
disent;dire
dis;dire
dis;dire
dit;dire
disons;dire
dites;dire
disent;dire
dis;dire
dis;dire
dit;dire
disons;dire
dites;dire
disent;dire
dirige;diriger
diriges;diriger
dirige;diriger
dirigeons;diriger
dirigez;diriger
dirigent;diriger
dirige;diriger
diriges;diriger
dirige;diriger
dirigeons;diriger
dirigez;diriger
dirigent;diriger
discrimine;discriminer
discrimines;discriminer
discrimine;discriminer
discriminons;discriminer
discriminez;discriminer
discriminent;discriminer
discute;discuter
discutes;discuter
discute;discuter
discutons;discuter
discutez;discuter
discutent;discuter
discute;discuter
discutes;discuter
discute;discuter
discutons;discuter
discutez;discuter
discutent;discuter
disparais;disparaitre
disparais;disparaitre
disparaît;disparaitre
disparaissons;disparaitre
disparaissez;disparaitre
disparaissent;disparaitre
dispute;disputer
disputes;disputer
dispute;disputer
disputons;disputer
disputez;disputer
disputent;disputer
distrais;distraire
distrais;distraire
distrait;distraire
distrayons;distraire
distrayez;distraire
distraient;distraire
distribue;distribuer
distribues;distribuer
distribue;distribuer
distribuons;distribuer
distribuez;distribuer
distribuent;distribuer
divise;diviser
divises;diviser
divise;diviser
divisons;diviser
divisez;diviser
divisent;diviser
divorce;divorcer
divorces;divorcer
divorce;divorcer
divorçons;divorcer
divorcez;divorcer
divorcent;divorcer
domestique;domestiquer
domestiques;domestiquer
domestique;domestiquer
domestiquons;domestiquer
domestiquez;domestiquer
domestiquent;domestiquer
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
donne;donner
donnes;donner
donne;donner
donnons;donner
donnez;donner
donnent;donner
dore;dorer
dores;dorer
dore;dorer
dorons;dorer
dorez;dorer
dorent;dorer
dors;dormir
dors;dormir
dort;dormir
dormons;dormir
dormez;dormir
dorment;dormir
dors;dormir
dors;dormir
dort;dormir
dormons;dormir
dormez;dormir
dorment;dormir
dors;dormir
dors;dormir
dort;dormir
dormons;dormir
dormez;dormir
dorment;dormir
dors;dormir
dors;dormir
dort;dormir
dormons;dormir
dormez;dormir
dorment;dormir
dors;dormir
dors;dormir
dort;dormir
dormons;dormir
dormez;dormir
dorment;dormir
double;doubler
doubles;doubler
double;doubler
doublons;doubler
doublez;doubler
doublent;doubler
douche;doucher
douches;doucher
douche;doucher
douchons;doucher
douchez;doucher
douchent;doucher
drogue;droguer
drogues;droguer
drogue;droguer
droguons;droguer
droguez;droguer
droguent;droguer
duplique;dupliquer
dupliques;dupliquer
duplique;dupliquer
dupliquons;dupliquer
dupliquez;dupliquer
dupliquent;dupliquer
débarque;débarquer
débarques;débarquer
débarque;débarquer
débarquons;débarquer
débarquez;débarquer
débarquent;débarquer
débouche;déboucher
débouches;déboucher
débouche;déboucher
débouchons;déboucher
débouchez;déboucher
débouchent;déboucher
déboutonne;déboutonner
déboutonnes;déboutonner
déboutonne;déboutonner
déboutonnons;déboutonner
déboutonnez;déboutonner
déboutonnent;déboutonner
débranche;débrancher
débranches;débrancher
débranche;débrancher
débranchons;débrancher
débranchez;débrancher
débranchent;débrancher
décerne;décerner
décernes;décerner
décerne;décerner
décernons;décerner
décernez;décerner
décernent;décerner
déchausse;déchausser
déchausses;déchausser
déchausse;déchausser
déchaussons;déchausser
déchaussez;déchausser
déchaussent;déchausser
déchire;déchirer
déchires;déchirer
déchire;déchirer
déchirons;déchirer
déchirez;déchirer
déchirent;déchirer
décide;décider
décides;décider
décide;décider
décidons;décider
décidez;décider
décident;décider
décline;décliner
déclines;décliner
décline;décliner
déclinons;décliner
déclinez;décliner
déclinent;décliner
décloue;déclouer
décloues;déclouer
décloue;déclouer
déclouons;déclouer
déclouez;déclouer
déclouent;déclouer
décolle;décoller
décolles;décoller
décolle;décoller
décollons;décoller
décollez;décoller
décollent;décoller
déconnecte;déconnecter
déconnectes;déconnecter
déconnecte;déconnecter
déconnectons;déconnecter
déconnectez;déconnecter
déconnectent;déconnecter
décore;décorer
décores;décorer
décore;décorer
décorons;décorer
décorez;décorer
décorent;décorer
découpe;découper
découpes;découper
découpe;découper
découpons;découper
découpez;découper
découpent;découper
découvre;découvrir
découvres;découvrir
découvre;découvrir
découvrons;découvrir
découvrez;découvrir
découvrent;découvrir
décroche;décrocher
décroches;décrocher
décroche;décrocher
décrochons;décrocher
décrochez;décrocher
décrochent;décrocher
décède;décéder
décèdes;décéder
décède;décéder
décédons;décéder
décédez;décéder
décèdent;décéder
dédaigne;dédaigner
dédaignes;dédaigner
dédaigne;dédaigner
dédaignons;dédaigner
dédaignez;dédaigner
dédaignent;dédaigner
défais;défaire
défais;défaire
défait;défaire
défaisons;défaire
défaites;défaire
défont;défaire
défends;défendre
défends;défendre
défend;défendre
défendons;défendre
défendez;défendre
défendent;défendre
défile;défiler
défiles;défiler
défile;défiler
défilons;défiler
défilez;défiler
défilent;défiler
défriche;défricher
défriches;défricher
défriche;défricher
défrichons;défricher
défrichez;défricher
défrichent;défricher
défèque;déféquer
défèques;déféquer
défèque;déféquer
déféquons;déféquer
déféquez;déféquer
défèquent;déféquer
dégobille;dégobiller
dégobilles;dégobiller
dégobille;dégobiller
dégobillons;dégobiller
dégobillez;dégobiller
dégobillent;dégobiller
dégueule;dégueuler
dégueules;dégueuler
dégueule;dégueuler
dégueulons;dégueuler
dégueulez;dégueuler
dégueulent;dégueuler
déguise;déguiser
déguises;déguiser
déguise;déguiser
déguisons;déguiser
déguisez;déguiser
déguisent;déguiser
déjeune;déjeuner
déjeunes;déjeuner
déjeune;déjeuner
déjeunons;déjeuner
déjeunez;déjeuner
déjeunent;déjeuner
démange;démanger
démanges;démanger
démange;démanger
démangeons;démanger
démangez;démanger
démangent;démanger
démets;démettre
démets;démettre
démet;démettre
démettons;démettre
démettez;démettre
démettent;démettre
démolis;démolir
démolis;démolir
démolit;démolir
démolissons;démolir
démolissez;démolir
démolissent;démolir
dénie;dénier
dénies;dénier
dénie;dénier
dénions;dénier
déniez;dénier
dénient;dénier
dénonce;dénoncer
dénonces;dénoncer
dénonce;dénoncer
dénonçons;dénoncer
dénoncez;dénoncer
dénoncent;dénoncer
dépasse;dépasser
dépasses;dépasser
dépasse;dépasser
dépassons;dépasser
dépassez;dépasser
dépassent;dépasser
déplace;déplacer
déplaces;déplacer
déplace;déplacer
déplaçons;déplacer
déplacez;déplacer
déplacent;déplacer
déplais;déplaire
déplais;déplaire
déplaît;déplaire
déplaisons;déplaire
déplaisez;déplaire
déplaisent;déplaire
dépose;déposer
déposes;déposer
dépose;déposer
déposons;déposer
déposez;déposer
déposent;déposer
dérange;déranger
déranges;déranger
dérange;déranger
dérangeons;déranger
dérangez;déranger
dérangent;déranger
dérape;déraper
dérapes;déraper
dérape;déraper
dérapons;déraper
dérapez;déraper
dérapent;déraper
dérobe;dérober
dérobes;dérober
dérobe;dérober
dérobons;dérober
dérobez;dérober
dérobent;dérober
déshabille;déshabiller
déshabilles;déshabiller
déshabille;déshabiller
déshabillons;déshabiller
déshabillez;déshabiller
déshabillent;déshabiller
désherbe;désherber
désherbes;désherber
désherbe;désherber
désherbons;désherber
désherbez;désherber
désherbent;désherber
désigne;désigner
désignes;désigner
désigne;désigner
désignons;désigner
désignez;désigner
désignent;désigner
désinfecte;désinfecter
désinfectes;désinfecter
désinfecte;désinfecter
désinfectons;désinfecter
désinfectez;désinfecter
